work_id,title,year,evolbio_score
W3096733662,Contrasting signatures of genomic divergence during sympatric speciation,2020,0.6944801807403564
W3150028644,Molluscan mitochondrial genomes break the rules,2021,0.6584994196891785
W3157220246,Genomic insights into the conservation status of the world’s last remaining Sumatran rhinoceros populations,2021,0.5192385315895081
W3007358977,The persimmon genome reveals clues to the evolution of a lineage-specific sex determination system in plants,2020,0.6881115436553955
W3094526233,Taxonomy and Phylogenetic Research on Ralstonia solanacearum Species Complex: A Complex Pathogen with Extraordinary Economic Consequences,2020,0.5082754492759705
W4281383093,Analysis of 6.4 million SARS-CoV-2 genomes identifies mutations associated with fitness,2022,0.514262855052948
W3206764122,Diversity and ecology of protists revealed by metabarcoding,2021,0.5684850811958313
W3113917743,Strongly deleterious mutations are a primary determinant of extinction risk due to inbreeding depression,2020,0.47533559799194336
W3010826188,Horizontal transfer and evolution of transposable elements in vertebrates,2020,0.6937590837478638
W3014405512,Multiple chromosomal inversions contribute to adaptive divergence of a dune sunflower ecotype,2020,0.5693840980529785
W4306411852,Chromosomal inversion polymorphisms shape the genomic landscape of deer mice,2022,0.5507550835609436
W2999294700,Comparative Analyses of Vertebrate Gut Microbiomes Reveal Convergence between Birds and Bats,2020,0.4885924458503723
W3035786310,Rampant C→U Hypermutation in the Genomes of SARS-CoV-2 and Other Coronaviruses: Causes and Consequences for Their Short- and Long-Term Evolutionary Trajectories,2020,0.45369839668273926
W3006426838,Reconstructing the evolutionary history of nitrogenases: Evidence for ancestral molybdenum‐cofactor utilization,2020,0.47173941135406494
W3005383663,The Multispecies Coalescent Model Outperforms Concatenation Across Diverse Phylogenomic Data Sets,2020,0.5568856000900269
W3004584205,Patterns of somatic structural variation in human cancer genomes,2020,0.5196115374565125
W4319068304,Human-specific genetics: new tools to explore the molecular and cellular basis of human evolution,2023,0.6635963320732117
W3039975896,Undinarchaeota illuminate DPANN phylogeny and the impact of gene transfer on archaeal evolution,2020,0.6650072336196899
W3147222942,Temporal dynamics of SARS-CoV-2 mutation accumulation within and across infected hosts,2021,0.6065753698348999
W4387823059,Genomics for monitoring and understanding species responses to global climate change,2023,0.49990129470825195
W3035842044,Lineage dynamics of the endosymbiotic cell type in the soft coral Xenia,2020,0.45026591420173645
W3087081867,A Field Guide to Eukaryotic Transposable Elements,2020,0.6709056496620178
W3152442338,Extensive microbial diversity within the chicken gut microbiome revealed by metagenomics and culture,2021,0.45830631256103516
W4385945347,The specious art of single-cell genomics,2023,0.45357808470726013
W4210886322,"Plant GATA Factors: Their Biology, Phylogeny, and Phylogenomics",2022,0.5332013964653015
W3041043209,Towards the completion of speciation: the evolution of reproductive isolation beyond the first barriers,2020,0.4647960066795349
W3080458156,Host selection shapes crop microbiome assembly and network complexity,2020,0.524589478969574
W3013655101,Ghost Introgression: Spooky Gene Flow in the Distant Past,2020,0.6704635620117188
W4307336954,Polyploidy: its consequences and enabling role in plant diversification and evolution,2022,0.5643163323402405
W3213067154,Origins and evolution of extreme life span in Pacific Ocean rockfishes,2021,0.6037196516990662
W3135409471,"Genomic Characterization of a Novel SARS-CoV-2 Lineage from Rio de Janeiro, Brazil",2021,0.5590587258338928
W3163112933,Incorporating the speciation process into species delimitation,2021,0.5873133540153503
W4200602261,"Whole-Genome Resequencing of Worldwide Wild and Domestic Sheep Elucidates Genetic Diversity, Introgression, and Agronomically Important Loci",2021,0.4981696605682373
W3039323082,Genomic analysis of the domestication and post-Spanish conquest evolution of the llama and alpaca,2020,0.6362720727920532
W3157163834,Genetic impacts on DNA methylation: research findings and future perspectives,2021,0.5802635550498962
W3182097799,The crucial role of genome-wide genetic variation in conservation,2021,0.5364921689033508
W3134064557,Deleterious mutation accumulation and the long-term fate of chromosomal inversions,2021,0.5156522989273071
W3009980214,What is ancestry?,2020,0.5658824443817139
W3033913804,Earth microbial co-occurrence network reveals interconnection pattern across microbiomes,2020,0.47196850180625916
W3015444032,Phylogenetic network analysis of SARS-CoV-2 genomes,2020,0.6517869830131531
W4367173724,A genomic timescale for placental mammal evolution,2023,0.672502875328064
W3111726075,Identification and Characterization of 33 Bacillus cereus sensu lato Isolates from Agricultural Fields from Eleven Widely Distributed Countries by Whole Genome Sequencing,2020,0.46487119793891907
W3008570337,Understanding the human antibody repertoire,2020,0.5719311833381653
W3011141248,Comparing the Performance of Microsatellites and RADseq in Population Genetic Studies: Analysis of Data for Pike (Esox lucius) and a Synthesis of Previous Studies,2020,0.554069459438324
W4297888171,EukProt: A database of genome-scale predicted proteins across the diversity of eukaryotes,2022,0.49175336956977844
W3033825041,Analysis of 1321 Eubacterium rectale genomes from metagenomes uncovers complex phylogeographic population structure and subspecies functional adaptations,2020,0.6454872488975525
W4312093588,The molecular evolution of spermatogenesis across mammals,2022,0.5121981501579285
W3163053647,Phylogenomic Subsampling and the Search for Phylogenetically Reliable Loci,2021,0.4782254099845886
W3109790889,Selection enhances protein evolvability by increasing mutational robustness and foldability,2020,0.523228108882904
W3210280275,"Microchromosomes are building blocks of bird, reptile, and mammal chromosomes",2021,0.5603015422821045
W3042698870,Assembly of the threespine stickleback Y chromosome reveals convergent signatures of sex chromosome evolution,2020,0.4657014012336731
W3029105628,Deep Roots and Splendid Boughs of the Global Plant Virome,2020,0.5750690698623657
W3097658527,"Many, but not all, lineage-specific genes can be explained by homology detection failure",2020,0.563378632068634
W4220762623,Taming transposable elements in vertebrates: from epigenetic silencing to domestication,2022,0.5708542466163635
W3044927940,Khoe-San Genomes Reveal Unique Variation and Confirm the Deepest Population Divergence in Homo sapiens,2020,0.6842969655990601
W3086997270,Genus-Wide Characterization of Bumblebee Genomes Provides Insights into Their Evolution and Variation in Ecological and Behavioral Traits,2020,0.6014559268951416
W3019171991,Extensive Ethnolinguistic Diversity in Vietnam Reflects Multiple Sources of Genetic Diversity,2020,0.5791951417922974
W3010528608,Sources of epigenetic variation and their applications in natural populations,2020,0.4683102071285248
W3125528398,Giant lungfish genome elucidates the conquest of land by vertebrates,2021,0.6276525855064392
W3119409956,"Morphological approaches in studying fungi: collection, examination, isolation, sporulation and preservation",2020,0.492392897605896
W3007669493,Exploration of Plastid Phylogenomic Conflict Yields New Insights into the Deep Relationships of Leguminosae,2020,0.6337961554527283
W3004860286,A multigene phylogeny and timeline for Trichoptera (Insecta),2020,0.5273797512054443
W4295078843,GENESPACE tracks regions of interest and gene copy number variation across multiple genomes,2022,0.546943724155426
W3139353203,"Glucocorticoids, the evolution of the stress-response, and the primate predicament",2021,0.5690878629684448
W4378977815,Phylogenomic analyses provide insights into primate evolution,2023,0.729456901550293
W3174638824,Long Reads Are Revolutionizing 20 Years of Insect Genome Sequencing,2021,0.5909528136253357
W3047720445,The study of host–microbiome (co)evolution across levels of selection,2020,0.5997060537338257
W3128734195,"Phylotranscriptomic insights into Asteraceae diversity, polyploidy, and morphological innovation",2021,0.5904607772827148
W3021936614,New Methods to Calculate Concordance Factors for Phylogenomic Datasets,2020,0.5949838161468506
W3015749488,The Scaly-foot Snail genome and implications for the origins of biomineralised armour,2020,0.6748384237289429
W4229040376,Evolution of the human pathogenic lifestyle in fungi,2022,0.4782930016517639
W3027489835,The ‘biomineralization toolkit’ and the origin of animal skeletons,2020,0.5657160878181458
W3084471312,Transposable Elements and the Evolution of Insects,2020,0.6774219274520874
W4388772500,Bacterial genome size and gene functional diversity negatively correlate with taxonomic diversity along a pH gradient,2023,0.4558407962322235
W4399121795,The complete sequence and comparative analysis of ape sex chromosomes,2024,0.5495705008506775
W3042071345,The importance of intrinsic postzygotic barriers throughout the speciation process,2020,0.4641289710998535
W3173519049,"Roseobacters in a Sea of Poly- and Paraphyly: Whole Genome-Based Taxonomy of the Family Rhodobacteraceae and the Proposal for the Split of the “Roseobacter Clade” Into a Novel Family, Roseobacteraceae fam. nov.",2021,0.4636842608451843
W4295749382,Epistasis and Adaptation on Fitness Landscapes,2022,0.48895323276519775
W4224078476,Cryptic and abundant marine viruses at the evolutionary origins of Earth’s RNA virome,2022,0.6386255621910095
W3195084458,Dynamic changes in genomic and social structures in third millennium BCE central Europe,2021,0.5417563915252686
W4310191493,An updated classification of cyanobacterial orders and families based on phylogenomic and polyphasic analysis,2022,0.6608624458312988
W3092093148,Understanding 'Non-genetic' Inheritance: Insights from Molecular-Evolutionary Crosstalk,2020,0.5060235857963562
W4297996490,Divergent evolutionary trajectories of bryophytes and tracheophytes from a complex common ancestor of land plants,2022,0.5571011304855347
W3082138732,Eighteen Coral Genomes Reveal the Evolutionary Origin of <i>Acropora</i> Strategies to Accommodate Environmental Changes,2020,0.545693576335907
W3154626741,How does epigenetics influence the course of evolution?,2021,0.4795931875705719
W3125813619,A framework for understanding gene expression plasticity and its influence on stress tolerance,2021,0.5005817413330078
W3111336046,Phylogenetic analysis of SARS-CoV-2 in Boston highlights the impact of superspreading events,2020,0.5557456016540527
W3200103613,"GTDB: an ongoing census of bacterial and archaeal diversity through a phylogenetically consistent, rank normalized and complete genome-based taxonomy",2021,0.6002034544944763
W3034734463,Insights into eukaryogenesis from the fossil record,2020,0.5175318121910095
W3145217038,Understanding the Origins of Loss of Protein Function by Analyzing the Effects of Thousands of Variants on Activity and Abundance,2021,0.5453932881355286
W3128457606,Phylogenomics of Mycobacterium africanum reveals a new lineage and a complex evolutionary history,2021,0.682668149471283
W3096084589,Full genome viral sequences inform patterns of SARS-CoV-2 spread into and within Israel,2020,0.475236177444458
W3016709954,Deeply conserved synteny resolves early events in vertebrate evolution,2020,0.6950638294219971
W3099150310,When everything changes at once: finding a new normal after genome duplication,2020,0.6290727853775024
W3014059824,Global genome diversity of the Leishmania donovani complex,2020,0.5242776274681091
W4367173653,Evolutionary constraint and innovation across hundreds of placental mammals,2023,0.5069625377655029
W3035336855,"Ancient genomes reveal complex patterns of population movement, interaction, and replacement in sub-Saharan Africa",2020,0.5291771292686462
W2997889425,Life-History Evolution and the Genetics of Fitness Components in<i>Drosophila melanogaster</i>,2020,0.5661576986312866
W3002583775,Building near-complete plant genomes,2020,0.470243364572525
W3041243944,Asterid Phylogenomics/Phylotranscriptomics Uncover Morphological Evolutionary Histories and Support Phylogenetic Placement for Numerous Whole-Genome Duplications,2020,0.6034827828407288
W3014884007,MitoFinder: Efficient automated large‐scale extraction of mitogenomic data in target enrichment phylogenomics,2020,0.45005229115486145
W3194717314,Ancient and modern genomes unravel the evolutionary history of the rhinoceros family,2021,0.6224624514579773
W4390705788,Elevated genetic risk for multiple sclerosis emerged in steppe pastoralist populations,2024,0.4622172713279724
W4210660522,The importance of alternative splicing in adaptive evolution,2022,0.6012496948242188
W3098182612,A Phylodynamic Workflow to Rapidly Gain Insights into the Dispersal History and Dynamics of SARS-CoV-2 Lineages,2020,0.5311782360076904
W3088464242,Thermal adaptation revisited: How conserved are thermal traits of reptiles and amphibians?,2020,0.5769193172454834
W4205408709,Green plant genomes: What we know in an era of rapidly expanding opportunities,2022,0.5039448142051697
W3047721483,Compartmentalization drives the evolution of symbiotic cooperation,2020,0.5139476656913757
W3130788486,Haplotype-resolved diverse human genomes and integrated analysis of structural variation,2021,0.5079930424690247
W3134169387,Extensive Genome-Wide Phylogenetic Discordance Is Due to Incomplete Lineage Sorting and Not Ongoing Introgression in a Rapidly Radiated Bryophyte Genus,2021,0.5678942203521729
W4294666709,What is reproductive isolation?,2022,0.5792328119277954
W4224943843,Phylogeny-Aware Analysis of Metagenome Community Ecology Based on Matched Reference Genomes while Bypassing Taxonomy,2022,0.4969315826892853
W3185309958,Testing genome skimming for species discrimination in the large and taxonomically difficult genus <i>Rhododendron</i>,2021,0.6086783409118652
W3131947824,Transmission of SARS-CoV-2 in domestic cats imposes a narrow bottleneck,2021,0.5272036194801331
W4309233014,Cross-trait assortative mating is widespread and inflates genetic correlation estimates,2022,0.47998878359794617
W3031702689,Ancient genome-wide DNA from France highlights the complexity of interactions between Mesolithic hunter-gatherers and Neolithic farmers,2020,0.49162107706069946
W3025295657,"Genomic Epidemiology, Evolution, and Transmission Dynamics of Porcine Deltacoronavirus",2020,0.6322956681251526
W3108785720,The role of the microbiota in human genetic adaptation,2020,0.5002315044403076
W3098683386,Massive gene presence-absence variation shapes an open pan-genome in the Mediterranean mussel,2020,0.5598362684249878
W3158042772,The evolution of mammalian brain size,2021,0.454480916261673
W3006857885,A willow sex chromosome reveals convergent evolution of complex palindromic repeats,2020,0.6555580496788025
W3067773676,Ancestral Absence of Electron Transport Chains in Patescibacteria and DPANN,2020,0.5479424595832825
W2964962118,An introduction to phylosymbiosis,2020,0.6195715069770813
W3124071923,Spatial patterns and conservation of genetic and phylogenetic diversity of wildlife in China,2021,0.459597647190094
W3149310107,High social status males experience accelerated epigenetic aging in wild baboons,2021,0.49718382954597473
W3048434366,An Unbiased Molecular Approach Using 3′-UTRs Resolves the Avian Family-Level Tree of Life,2020,0.6138516068458557
W3026316627,"Genomic Analysis of European Drosophila melanogaster Populations Reveals Longitudinal Structure, Continent-Wide Selection, and Previously Unknown DNA Viruses",2020,0.6521492600440979
W3007157408,"Complex Evolution of Insect Insulin Receptors and Homologous Decoy Receptors, and Functional Significance of Their Multiplicity",2020,0.4897420406341553
W3158735354,A rooted phylogeny resolves early bacterial evolution,2021,0.6176211833953857
W3018187768,Seeing the rainbow: mechanisms underlying spectral sensitivity in teleost fishes,2020,0.46947917342185974
W3006759334,The systematics of the Cervidae: a total evidence approach,2020,0.5037145018577576
W3041011883,Speciation through chromosomal fusion and fission in Lepidoptera,2020,0.490161269903183
W4385278816,ITS alchemy: On the use of ITS as a DNA marker in fungal ecology,2023,0.5498811602592468
W4285093403,A super pan-genomic landscape of rice,2022,0.5243130922317505
W3034747402,Disparities in the analysis of morphological disparity,2020,0.4940629303455353
W3001749974,"Asian water buffalo: domestication, history and genetics",2020,0.4975593388080597
W4293051598,Genotype–environment associations to reveal the molecular basis of environmental adaptation,2022,0.4746328592300415
W3004122056,101 Dothideomycetes genomes: A test case for predicting lifestyles and emergence of pathogens,2020,0.5236458778381348
W4405670661,MEGA12: Molecular Evolutionary Genetic Analysis Version 12 for Adaptive and Green Computing,2024,0.5389121174812317
W3009260711,The sex with the reduced sex chromosome dies earlier: a comparison across the tree of life,2020,0.4856182634830475
W3014884580,Dynamic genome evolution and complex virocell metabolism of globally-distributed giant viruses,2020,0.5147864818572998
W4287730743,Local Adaptation: Causal Agents of Selection and Adaptive Trait Divergence,2022,0.49857664108276367
W3040417581,"Measuring Genome Sizes Using Read-Depth, k-mers, and Flow Cytometry: Methodological Comparisons in Beetles (Coleoptera)",2020,0.4884578287601471
W4319812547,"Taxon-specific, phased siRNAs underlie a speciation locus in monkeyflowers",2023,0.4986908435821533
W4296032784,Codiversification of gut microbiota with humans,2022,0.516140341758728
W3010767342,The Effects of Temperature on Animal Gut Microbiomes,2020,0.473954439163208
W4309766482,Phylogenomics and the flowering plant tree of life,2022,0.6579714417457581
W3120875795,Assessing the performance of qpAdm: a statistical tool for studying population admixture,2021,0.5167043209075928
W3080711553,"Transient receptor potential channels: current perspectives on evolution, structure, function and nomenclature",2020,0.5086225271224976
W3120422619,Applied aspects of methods to infer phylogenetic relationships amongst fungi,2020,0.5137556791305542
W4386316880,Genomic inference of a severe human bottleneck during the Early to Middle Pleistocene transition,2023,0.5673133134841919
W3075891525,Disentangling Sources of Gene Tree Discordance in Phylogenomic Data Sets: Testing Ancient Hybridizations in Amaranthaceae s.l,2020,0.6002838015556335
W3015494257,"Analysis of 1,000+ Type-Strain Genomes Substantially Improves Taxonomic Classification of Alphaproteobacteria",2020,0.5247935056686401
W3196034458,Quantifying the relationship between genetic diversity and population size suggests natural selection cannot explain Lewontin’s Paradox,2021,0.6102381944656372
W3146958471,Global epistasis emerges from a generic model of a complex trait,2021,0.5546271204948425
W3083864964,Estimating the quality of eukaryotic genomes recovered from metagenomic analysis with EukCC,2020,0.5669621229171753
W3035367124,Variation in recombination rate affects detection of outliers in genome scans under neutrality,2020,0.5202049612998962
W3213410277,Phylogenomic approaches to detecting and characterizing introgression,2021,0.5642672777175903
W3007052684,Evolution of Plant NLRs: From Natural History to Precise Modifications,2020,0.5572157502174377
W3160855197,Avian Coloration Genetics: Recent Advances and Emerging Questions,2021,0.6655808091163635
W3027192977,The origin of domestication genes in goats,2020,0.5213409662246704
W3192863794,Epigenetics for Crop Improvement in Times of Global Change,2021,0.4629892110824585
W4205901551,The Emergence of SARS-CoV-2 Variants of Concern Is Driven by Acceleration of the Substitution Rate,2022,0.4675433039665222
W4381661616,A host of armor: Prokaryotic immune strategies against mobile genetic elements,2023,0.49193739891052246
W3021325701,Phylogenomics Reveals Ancient Gene Tree Discordance in the Amphibian Tree of Life,2020,0.6305453777313232
W4310071929,Adaptive sequence divergence forged new neurodevelopmental enhancers in humans,2022,0.5523265600204468
W3113197882,"<i>Metarhizium</i> : jack of all trades, master of many",2020,0.58250492811203
W3048671222,"Geographical and temporal distribution of SARS-CoV-2 clades in the WHO European Region, January to June 2020",2020,0.5473239421844482
W3187374982,Origin and Early Evolution of the Eukaryotic Cell,2021,0.7151625752449036
W2982414522,Ageing transcriptome meta-analysis reveals similarities and differences between key mammalian tissues,2021,0.5404449701309204
W4206193472,Evolutionary Parasitology,2021,0.559456467628479
W3081335591,Genome size evolution: towards new model systems for old questions,2020,0.6608039140701294
W3002838797,One or two membranes? Diderm Firmicutes challenge the Gram‐positive/Gram‐negative divide,2020,0.5066462159156799
W3136772542,Microbial evolution and transitions along the parasite–mutualist continuum,2021,0.5467920303344727
W3096491883,Genome-scale phylogeny and contrasting modes of genome evolution in the fungal phylum Ascomycota,2020,0.6251974701881409
W4318617997,Natural hybridization reduces vulnerability to climate change,2023,0.4569026529788971
W4220723349,The evolution of brain neuron numbers in amniotes,2022,0.5682922601699829
W3185283445,Large-scale protein level comparison of Deltaproteobacteria reveals cohesive metabolic groups,2021,0.5313302278518677
W3035031813,Phylogenetic background and habitat drive the genetic diversification of Escherichia coli,2020,0.6168188452720642
W3019976500,A single-cell atlas of adult Drosophila ovary identifies transcriptional programs and somatic cell lineage regulating oogenesis,2020,0.4680601954460144
W3131376036,The Impact of Purifying and Background Selection on the Inference of Population History: Problems and Prospects,2021,0.5034849047660828
W3004715820,"Evolution, developmental expression and function of odorant receptors in insects",2020,0.5012497901916504
W3125341911,Building pan-genome infrastructures for crop plants and their use in association genetics,2021,0.5003571510314941
W3015079544,Applying the core microbiome to understand host–microbe systems,2020,0.5319443345069885
W4389626322,An ANI gap within bacterial species that advances the definitions of intra-species units,2023,0.5884191989898682
W3160568774,Ultrafast Sample placement on Existing tRees (UShER) enables real-time phylogenetics for the SARS-CoV-2 pandemic,2021,0.5053815841674805
W1509118950,Biology of Sharks and Their Relatives,2022,0.5042964220046997
W3013112475,Dimensionality reduction reveals fine-scale structure in the Japanese population with consequences for polygenic risk prediction,2020,0.5703004598617554
W3013176417,Whole genome and phylogenetic analysis of two SARS-CoV-2 strains isolated in Italy in January and February 2020: additional clues on multiple introductions and further circulation in Europe,2020,0.5902767181396484
W3047931689,Microbiome-mediated plasticity directs host evolution along several distinct time scales,2020,0.5561177730560303
W3109395447,Physiological Genomics of Adaptation to High-Altitude Hypoxia,2020,0.46315446496009827
W3163767046,Mitochondrial DNA as a Molecular Marker in Insect Ecology: Current Status and Future Prospects,2021,0.6567623019218445
W3094193948,Diversity and evolution of the P450 family in arthropods,2020,0.6404410600662231
W3158172244,A phylogenomic framework for charting the diversity and evolution of giant viruses,2021,0.7181205153465271
W3014787643,"Insights into phylogeny, age and evolution of Allium (Amaryllidaceae) based on the whole plastome sequences",2020,0.5868861675262451
W3168051882,"A chromosome-level genome assembly of rugged rose (Rosa rugosa) provides insights into its evolution, ecology, and floral characteristics",2021,0.46282488107681274
W3200894609,The definition of sexual selection,2021,0.5065559148788452
W3047696772,Roles of the gut microbiota in the adaptive evolution of mammalian species,2020,0.5500600934028625
W4220666315,Ancient genomes from the Himalayas illuminate the genetic history of Tibetans and their Tibeto-Burman speaking neighbors,2022,0.46430519223213196
W3107541694,ClipKIT: A multiple sequence alignment trimming software for accurate phylogenomic inference,2020,0.5707168579101562
W3089036867,Shaping brain structure: Genetic and phylogenetic axes of macroscale organization of cortical thickness,2020,0.5313751101493835
W3010808207,Parasitic angiosperms: How often and how many?,2020,0.49073541164398193
W3106874121,Fitness variation across subtle environmental perturbations reveals local modularity and global pleiotropy of adaptation,2020,0.584607720375061
W3128142453,Causes and Consequences of Bacteriophage Diversification via Genetic Exchanges across Lifestyles and Bacterial Taxa,2021,0.545263946056366
W3003341178,Genomics in Bacterial Taxonomy: Impact on the Genus Pseudomonas,2020,0.5099073648452759
W3123998375,Comparative studies on speciation: 30 years since Coyne and Orr,2021,0.5742819309234619
W4367173711,Insights into mammalian TE diversity through the curation of 248 genome assemblies,2023,0.5657989978790283
W3107700078,Odorant Receptors for Detecting Flowering Plant Cues Are Functionally Conserved across Moths and Butterflies,2020,0.5029138922691345
W3081667585,"Homoeologous Exchanges, Segmental Allopolyploidy, and Polyploid Genome Evolution",2020,0.5986559391021729
W3045222827,Cross-Species Insights Into Genomic Adaptations to Hypoxia,2020,0.5601356625556946
W3141469998,Prokaryotic taxonomy and nomenclature in the age of big sequence data,2021,0.48622623085975647
W3129995686,Ancient and recent introgression shape the evolutionary history of pollinator adaptation and speciation in a model monkeyflower radiation (Mimulus section Erythranthe),2021,0.6135407090187073
W3214389270,Segment number threshold determines juvenile onset of germline cluster expansion in <i>Platynereis dumerilii</i>,2021,0.4992952346801758
W3159175200,Mapping single-cell atlases throughout Metazoa unravels cell type evolution,2021,0.5564993619918823
W3209545809,<scp>PANTHER</scp>: Making genome‐scale phylogenetics accessible to all,2021,0.47232288122177124
W4281774004,"Microsporidia: a new taxonomic, evolutionary, and ecological synthesis",2022,0.6338056325912476
W4285726620,Genetics of adaptation,2022,0.5702478885650635
W4229447746,"What Is<i>N</i>e, Anyway?",2022,0.547347366809845
W3042732083,Evolutionary Genomics of Structural Variation in Asian Rice ( <i>Oryza sativa</i> ) Domestication,2020,0.583982527256012
W3195445434,Extensive phylogenies of human development inferred from somatic mutations,2021,0.5499720573425293
W3190126839,PhyloFisher: A phylogenomic package for resolving eukaryotic relationships,2021,0.5907021760940552
W3011081894,Origin and Diversity of Plant Receptor-Like Kinases,2020,0.5885196924209595
W3037808763,Exploring whole-genome duplicate gene retention with complex genetic interaction analysis,2020,0.4875921607017517
